image_filename,product_name,description,brand,color,size,price,season
기타하의_0028.jpg,파이즘 레터링 부츠컷 팬츠,"다리 라인을 아름답게 살려주는 부츠컷 디자인의 팬츠입니다. 허벅지는 슬림하게 잡아주고 밑단은 자연스럽게 퍼져 세련된 느낌을 주며, 옆면의 레터링 프린트가 유니크한 포인트입니다.",파이즘,블랙,"S, M",89000,"봄, 가을"
기타하의_0029.jpg,플리츠 스커트 레이어드 팬츠,"미니 플리츠 스커트가 레이어드된 독특한 디자인의 부츠컷 팬츠입니다. 스터드 장식이 힙한 무드를 더해주며, 개성 있는 스트릿 스타일을 연출하기 좋습니다.",펑크 시크,블랙,"S, M, L",105000,"봄, 가을"
기타하의_0030.jpg,플랩 포켓 체크 와이드 팬츠,"클래식한 체크 패턴이 돋보이는 와이드 팬츠로, 허리 부분에 독특한 플랩 디테일이 있어 포멀하면서도 세련된 느낌을 줍니다. 편안한 착용감과 함께 개성 있는 스타일을 연출하기 좋습니다.",체크 메이트,그레이 체크,"S, M, L",130000,"가을, 겨울"
기타하의_0031.jpg,(2-way) 컨버터블 나일론 팬츠,무릎 부분의 지퍼로 분리가 가능해 긴바지와 반바지 두 가지로 활용할 수 있는 2-way 팬츠입니다. 가벼운 나일론 소재로 제작되어 아웃도어 활동이나 여름철에 입기 좋습니다.,어반 테크,블랙,"M, L",132000,"봄, 여름, 가을"
기타하의_0032.jpg,나일론 벨티드 이지 팬츠,"허리에 버클이 달린 벨트가 내장되어 있어 사이즈 조절이 용이한 나일론 팬츠입니다. 넉넉하고 편안한 핏으로 캠핑, 등산 등 아웃도어 활동은 물론 데일리로도 좋습니다.",아웃도어 스탠다드,블랙,"S, M, L",89000,"봄, 가을"
기타하의_0033.jpg,벨루어 트랙 팬츠,"부드러운 벨루어(벨벳) 소재로 제작되어 착용감이 뛰어나며, 핑크색 허리 밴드 배색이 키치한 포인트를 줍니다. 편안하면서도 Y2K 무드의 스타일을 연출하기 좋습니다.",디즈니,화이트,"S, M",99000,"봄, 가을, 겨울"
기타하의_0034.jpg,코듀로이 부츠컷 팬츠,"따뜻한 코듀로이 소재로 제작된 부츠컷 팬츠입니다. 슬림한 핏과 밑단으로 갈수록 퍼지는 실루엣이 다리를 길어 보이게 하며, 가을과 겨울철 데일리룩으로 적합합니다.",레트로 무드,다크 브라운,"S, M, L",76000,"가을, 겨울"
기타하의_0035.jpg,스트레이트핏 트레이닝 팬츠,절개 라인 디테일이 돋보이는 스트레이트 핏 트레이닝 팬츠입니다. 신축성 좋은 소재와 편안한 핏으로 가벼운 운동이나 스포츠 활동 시 착용하기 좋습니다.,액티브 라이프,올리브,"M, L",85000,"봄, 가을"
기타하의_0036.jpg,카모플라쥬 와이드 데님 팬츠,"힙한 무드의 카모플라쥬 패턴이 특징인 와이드 데님 팬츠입니다. 뒷면의 스터드와 레터링 디테일이 펑크한 스타일을 강조하며, 넉넉한 핏이 스트릿룩에 잘 어울립니다.",펑크 로얄,카모플라쥬,"S, M",148000,"봄, 가을"
기타하의_0037.jpg,워시드 데님 팬츠,"자연스러운 워싱감이 돋보이는 릴렉스핏 데님 팬츠입니다. 전면의 핀턱 디테일이 실루엣을 잡아주며, 로고 자수가 캐주얼한 포인트를 줍니다.",노스페이스,블랙 데님,"M, L",139000,사계절
기타하의_0038.jpg,코듀로이 플레어 팬츠,"따뜻한 브라운 컬러의 코듀로이 팬츠로, 허리부터 무릎까지 슬림하게 맞다가 밑단이 퍼지는 플레어 핏입니다. 레트로한 무드를 연출하기 좋은 아이템입니다.",어텀 브리즈,브라운,"S, M",82000,"가을, 겨울"
기타하의_0039.jpg,타탄 체크 와이드 팬츠,"그린과 네이비 컬러 조합의 타탄 체크 패턴이 매력적인 와이드 팬츠입니다. 허리 밴딩과 스트링으로 편안하게 착용할 수 있으며, 홈웨어 또는 원마일웨어로 좋습니다.",체크 포인트,그린 체크,"S, M, L",59000,"가을, 겨울"
기타하의_0040.jpg,벨티드 카고 팬츠,"허리에 내장된 벨트와 깔끔한 카고 포켓 디자인이 특징인 팬츠입니다. 테이퍼드 핏으로 다리 라인을 깔끔하게 잡아주며, 캐주얼룩이나 아웃도어룩에 모두 잘 어울립니다.",캐주얼 스탠다드,라이트 베이지,"M, L",93000,"봄, 가을"
긴소매티셔츠_0001.jpg,베이직 롱슬리브 티셔츠,"부드러운 면 소재로 제작되어 착용감이 편안하며, 어떤 하의와도 잘 어울리는 기본 라운드넥 긴팔 티셔츠입니다. 데일리룩으로 활용도가 높습니다.",데일리 라운드,라이트 그레이,"S, M",35000,사계절
긴소매티셔츠_0002.jpg,하프 집업 골지 플리스 맨투맨,"도톰한 골지 플리스 소재로 보온성이 뛰어나며, 하프 집업 디자인으로 활동성을 높였습니다. 넥 라인과 어깨의 절개 디테일이 스포티한 느낌을 줍니다.",웜 액티브,라이트 카키,"M, L",89000,"가을, 겨울"
긴소매티셔츠_0003.jpg,롤라롤라 레터링 헨리넥 티셔츠,"전면에 롤라롤라 로고가 프린트된 헨리넥 긴팔 티셔츠입니다. 소매 배색 디자인이 캐주얼한 포인트를 주며, 데님이나 스커트와 매치하기 좋습니다.",롤라롤라,그레이/차콜,"S, M",59000,"봄, 가을"
긴소매티셔츠_0004.jpg,스트라이프 오버핏 롱슬리브 티셔츠,"루즈한 오버핏으로 제작되어 편안하게 착용하기 좋은 스트라이프 긴팔 티셔츠입니다. 부드러운 소재감이 특징이며, 데일리룩에 캐주얼한 무드를 더해줍니다.",이지웨어,블루 스트라이프,"S, M, L",45000,사계절
긴소매티셔츠_0005.jpg,피그먼트 워싱 스웨트 셔츠,"빈티지한 피그먼트 워싱 처리로 자연스러운 컬러감이 돋보이는 맨투맨입니다. 루즈핏 디자인과 뒷면의 독특한 절개 라인이 특징이며, 편안하면서도 스타일리시합니다.",어반 빈티지,더스티 퍼플,"M, L",78000,"봄, 가을"
긴소매티셔츠_0006.jpg,베이직 로고 롱슬리브 티셔츠 3팩,"부드러운 면 소재의 기본 라운드넥 긴팔 티셔츠 3종 세트입니다. 작은 로고 자수가 미니멀한 포인트를 주며, 블랙, 화이트, 그레이 세 가지 컬러로 구성되어 활용도가 높습니다.",베이직 라운드,"블랙, 화이트, 그레이","S, M, L",75000,사계절
긴소매티셔츠_0007.jpg,슬림핏 후드 헨리넥 티셔츠,"몸에 슬림하게 핏되는 후드 헨리넥 긴팔 티셔츠입니다. 신축성 좋은 소재로 활동성이 뛰어나며, 로고 프린트가 스포티한 느낌을 줍니다. 미니 스커트와 매치하여 발랄한 룩을 연출하기 좋습니다.",로부손,블랙,"S, M",68000,"봄, 가을"
긴소매티셔츠_0008.jpg,스포츠 롱슬리브 티셔츠,흡습속건 기능성 소재로 제작되어 땀을 빠르게 흡수하고 건조시키는 스포츠 긴팔 티셔츠입니다. 가볍고 신축성이 좋아 운동 시 편안하게 착용할 수 있습니다.,액티브 웨어,라이트 그레이,"S, M, L",49000,사계절
긴소매티셔츠_0009.jpg,혼다 로고 스웻 셔츠,"전면에 혼다 로고가 크게 프린트된 스포티한 스웻 셔츠입니다. 레트로 무드의 배색 디자인이 특징이며, 편안한 오버핏으로 캐주얼룩에 포인트를 주기 좋습니다.",혼다,블랙/그레이,"M, L",95000,"봄, 가을"
긴소매티셔츠_0010.jpg,슬림핏 라운드넥 롱슬리브 티셔츠,"부드러운 소재로 몸에 자연스럽게 핏되는 기본 라운드넥 긴팔 티셔츠입니다. 단독으로 입거나 레이어드하여 다양한 스타일을 연출하기 좋으며, 데일리 아이템으로 활용도가 높습니다.",마이 데일리,올리브 그린,"S, M",42000,사계절
긴소매티셔츠_0011.jpg,그래픽 슬림핏 가디건,"유니크한 그래픽 프린트가 돋보이는 슬림핏 가디건입니다. 부드러운 소재와 몸에 밀착되는 디자인이 여성스러운 실루엣을 연출하며, 캐주얼하면서도 개성 있는 스타일링에 좋습니다.",비바 스튜디오,블랙/레드,"S, M, L",78000,"봄, 가을"
긴소매티셔츠_0012.jpg,와플 텍스처 롱슬리브 티셔츠 4팩,"와플 조직의 면 소재로 제작되어 캐주얼하면서도 편안한 긴팔 티셔츠입니다. 오버록 스티치 디테일이 스포티한 느낌을 주며, 다양한 컬러로 구성되어 활용도가 높습니다.",웨어러블,라이트 그린 외,"S, M, L",98000,사계절
긴소매티셔츠_0013.jpg,노티카 로고 플리스 스냅 스웨트셔츠,"도톰한 플리스 소재로 보온성이 뛰어나며, 스냅 버튼 여밈과 노티카 로고 자수가 캐주얼한 스웨트셔츠입니다. 카모플라쥬 팬츠와 매치하여 빈티지 아웃도어 룩을 연출하기 좋습니다.",노티카,브라운,"M, L",115000,"가을, 겨울"
긴소매티셔츠_0014.jpg,럭키 레이어드 롱슬리브 티셔츠,"루즈핏 래글런 긴팔 티셔츠로, 화이트와 네이비 컬러 배색이 스포티한 느낌을 줍니다. 허벅지를 덮는 긴 기장으로 레깅스나 숏츠와 함께 편안하게 착용하기 좋습니다.",럭키 클럽,화이트/네이비,"S, M, L",49000,사계절
긴소매티셔츠_0015.jpg,그래픽 래글런 롱슬리브 티셔츠,"빈티지한 워싱감과 전면 그래픽 프린트가 돋보이는 래글런 긴팔 티셔츠입니다. 루즈한 핏으로 편안하게 착용하기 좋으며, 데님 팬츠와 매치하여 캐주얼한 스트릿룩을 연출하기 좋습니다.",레트로 바이브,핑크/아이보리,"S, M",65000,"봄, 가을"
긴소매티셔츠_0016.jpg,베이직 라운드넥 롱슬리브 티셔츠,부드러운 터치감의 베이직 라운드넥 긴팔 티셔츠입니다. 미니멀한 디자인과 깔끔한 핏으로 단품 또는 레이어드하여 사계절 내내 활용하기 좋은 아이템입니다.,모던 클래식,차콜 그레이,"M, L",39000,사계절
긴소매티셔츠_0017.jpg,플라워 프린트 셔링 롱슬리브 티셔츠,"옆선 셔링 디테일로 볼륨감 있는 실루엣을 연출하는 긴팔 티셔츠입니다. 전면의 플라워 프린트가 여성스러운 포인트를 주며, 블랙 컬러로 시크한 룩에도 잘 어울립니다.",그린 랩,블랙,"S, M",55000,"봄, 가을"
긴소매티셔츠_0018.jpg,슬림핏 헨리넥 롱슬리브 티셔츠,"몸에 슬림하게 핏되는 헨리넥 긴팔 티셔츠입니다. 버튼 디테일이 캐주얼한 포인트를 주며, 소매 배색과 얇은 소재감으로 가볍게 착용하기 좋습니다.",핏 액티브,차콜,"S, M",48000,"봄, 가을"
긴소매티셔츠_0019.jpg,그래픽 오버핏 롱슬리브 티셔츠,전면에 유니크한 그래픽 프린트가 크게 들어간 오버핏 긴팔 티셔츠입니다. 루즈한 핏과 힙한 디자인으로 캐주얼하고 개성 있는 데일리룩을 연출하기 좋습니다.,이스케이프 06,화이트,"S, M, L",69000,사계절
긴소매티셔츠_0020.jpg,스포츠 라인 배색 롱슬리브 티셔츠,"몸에 밀착되는 슬림핏 스포츠 긴팔 티셔츠입니다. 신축성 좋은 기능성 소재와 측면의 라인 배색이 활동성을 높여주며, 요가, 필라테스 등 운동 시 착용하기 적합합니다.",바디 핏,블랙,"S, M, L",55000,사계절
긴소매티셔츠_0021.jpg,베이직 터틀넥 롱슬리브 티셔츠,"부드러운 소재로 제작되어 착용감이 편안하며, 깔끔한 터틀넥 디자인이 미니멀한 룩을 연출하기 좋습니다. 단품으로 입거나 레이어드하여 다양한 스타일링이 가능합니다.",모던 무드,블랙,"M, L",49000,"가을, 겨울"
긴소매티셔츠_0022.jpg,그래픽 피그먼트 롱슬리브 티셔츠,"빈티지한 피그먼트 워싱 처리와 우주 테마 그래픽 프린트가 돋보이는 오버핏 긴팔 티셔츠입니다. 루즈한 핏으로 편안하게 착용하기 좋으며, 스트릿 캐주얼룩에 잘 어울립니다.",필루미네이트,카키 그레이,"M, L",79000,"봄, 가을"
긴소매티셔츠_0023.jpg,슬림핏 스트라이프 헨리넥 티셔츠,"몸에 슬림하게 핏되는 스트라이프 헨리넥 긴팔 티셔츠입니다. 여러 줄의 가느다란 스트라이프 패턴이 특징이며, 데님과 함께 캐주얼하게 연출하기 좋습니다.",레트로 바이브,"베이지 스트라이프, 그레이 스트라이프","S, M",58000,"봄, 가을"
긴소매티셔츠_0024.jpg,레이스 시스루 터틀넥 티셔츠,"섬세한 레이스 소재로 제작된 시스루 터틀넥 티셔츠입니다. 프릴 디테일이 여성스러운 분위기를 더해주며, 레이어드하여 스타일리시한 룩을 연출하기 좋습니다.",로맨틱 무드,아이보리,"S, M, L",65000,"봄, 가을"
긴소매티셔츠_0025.jpg,1988 그래픽 오버핏 롱슬리브 티셔츠,전면에 '1988' 그래픽 프린트가 크게 들어간 오버핏 긴팔 티셔츠입니다. 루즈한 핏과 빈티지한 프린트가 스트릿 캐주얼룩에 포인트를 줍니다.,바앤게이트,블랙,"S, M, L",69000,사계절
긴소매티셔츠_0026.jpg,오프숄더 넥 스트랩 니트 티셔츠,"어깨를 드러내는 오프숄더 디자인과 넥 스트랩 디테일이 유니크한 니트 티셔츠입니다. 얇은 니트 소재로 제작되어 봄, 가을에 입기 좋으며, 여성스럽고 섹시한 룩을 연출합니다.",시크 로맨스,라벤더,"S, M",72000,"봄, 가을"
긴소매티셔츠_0027.jpg,베이직 오버핏 롱슬리브 티셔츠,"군더더기 없는 미니멀한 디자인의 오버핏 긴팔 티셔츠입니다. 부드러운 면 소재로 제작되어 편안하게 착용하기 좋으며, 다양한 스타일에 활용하기 좋은 기본 아이템입니다.",에센셜 웨어,블랙,"S, M, L",42000,사계절
긴소매티셔츠_0028.jpg,레이어드 넘버 그래픽 롱슬리브 티셔츠,"마치 두 벌을 겹쳐 입은 듯한 레이어드 디자인의 긴팔 티셔츠입니다. 전면의 숫자 그래픽 프린트가 돋보이며, 스트릿 캐주얼룩에 힙한 무드를 더해줍니다.",스컬튜스,블랙/차콜,"M, L",78000,"봄, 가을"
긴소매티셔츠_0029.jpg,오프숄더 골지 롱슬리브 티셔츠,"부드러운 골지 소재의 오프숄더 긴팔 티셔츠입니다. 어깨 라인을 드러내 여성스러운 느낌을 주며, 슬림하게 핏되어 날씬한 실루엣을 연출합니다. 단독 또는 이너로 활용하기 좋습니다.",소프트 무드,올리브 그린,"S, M",45000,"봄, 가을"
긴소매티셔츠_0030.jpg,레이어드 라운드넥 롱슬리브 티셔츠,"밑단이 마치 레이어드한 것처럼 디자인된 라운드넥 긴팔 티셔츠입니다. 부드러운 소재와 슬림한 핏으로 단독 또는 이너로 활용하기 좋으며, 미니멀하면서도 스타일리시합니다.",레이어드 시크,차콜/핑크,"S, M",52000,"봄, 가을"
긴소매티셔츠_0031.jpg,기능성 스포츠 롱슬리브 티셔츠,"땀 흡수 및 건조 기능이 뛰어난 기능성 소재로 제작된 긴팔 티셔츠입니다. 신축성이 좋아 활동성이 좋으며, 운동 시 편안하게 착용하기 좋습니다.",액티브 핏,차콜 그레이,"S, M, L",55000,사계절
긴소매티셔츠_0032.jpg,프린트 오프숄더 롱슬리브 티셔츠,"어깨를 살짝 드러내는 오프숄더 디자인과 전면의 은은한 프린트가 돋보이는 긴팔 티셔츠입니다. 부드러운 소재감으로 편안하며, 데님과 매치하여 섹시 캐주얼룩을 연출하기 좋습니다.",릴라 아카이브,라이트 그레이,"S, M, L",68000,"봄, 가을"
긴소매티셔츠_0033.jpg,오버핏 라운드넥 롱슬리브 티셔츠,"루즈한 오버핏으로 제작되어 편안하면서도 스타일리시한 라운드넥 긴팔 티셔츠입니다. 부드러운 면 소재로 데일리웨어로 활용하기 좋으며, 미니멀한 디자인이 특징입니다.",에센셜 오버핏,블랙,"M, L",49000,사계절
긴소매티셔츠_0034.jpg,베이직 크루넥 롱슬리브 티셔츠,"군더더기 없는 깔끔한 디자인의 크루넥 긴팔 티셔츠입니다. 부드러운 면 소재로 제작되어 착용감이 좋으며, 단품 또는 레이어드하여 다양한 스타일을 연출하기 좋은 기본 아이템입니다.",화이트 스탠다드,화이트,"M, L",38000,사계절
긴소매티셔츠_0035.jpg,스트라이프 오버핏 롱슬리브 티셔츠,"와이드한 스트라이프 패턴이 캐주얼한 느낌을 주는 오버핏 긴팔 티셔츠입니다. 드롭 숄더 디자인과 넉넉한 핏으로 편안하게 착용하기 좋으며, 빈티지한 컬러 배색이 특징입니다.",레트로 스트라이프,스카이 블루/블랙,"S, M, L",52000,사계절
긴소매티셔츠_0036.jpg,유니크 오프숄더 롱슬리브 티셔츠,"한쪽 어깨를 드러내는 비대칭 오프숄더 디자인과 메탈 링, 스트랩 디테일이 돋보이는 긴팔 티셔츠입니다. 슬림하게 핏되어 시크하고 개성 있는 스타일을 연출합니다.",엣지 시크,블랙,"S, M",75000,"봄, 가을"
긴소매티셔츠_0037.jpg,워싱 오버핏 롱슬리브 티셔츠,"빈티지한 워싱 처리로 자연스러운 색감과 질감이 돋보이는 오버핏 긴팔 티셔츠입니다. 크롭 기장으로 캐주얼하면서도 스타일리시하며, 데님 팬츠와 매치하기 좋습니다.",빈티지 웨이브,차콜,"M, L",62000,"봄, 가을"
긴소매티셔츠_0038.jpg,로고 자수 모크넥 롱슬리브 티셔츠,"깔끔한 모크넥 디자인과 작은 로고 자수가 포인트인 긴팔 티셔츠입니다. 부드러운 면 소재로 제작되어 편안하게 착용하기 좋으며, 단품 또는 레이어드하여 활용도가 높습니다.",심플 맨,화이트,"M, L",48000,사계절
긴소매티셔츠_0039.jpg,와플 텍스처 롱슬리브 티셔츠,와플 조직의 면 소재로 제작되어 캐주얼하면서도 편안한 긴팔 티셔츠입니다. 부드러운 아이보리 컬러와 미니멀한 디자인으로 다양한 하의와 매치하기 좋습니다.,코지 베이직,아이보리,"M, L",45000,사계절
긴소매티셔츠_0040.jpg,레이어드 크롭 롱슬리브 티셔츠,"마치 두 벌을 겹쳐 입은 듯한 레이어드 디자인의 크롭 긴팔 티셔츠입니다. 언발란스한 밑단 라인이 특징이며, 슬림하게 핏되어 여성스러우면서도 트렌디한 스타일을 연출합니다.",레이어드 시크,블랙/화이트,"S, M",58000,"봄, 가을"
긴소매티셔츠_0041.jpg,성조기 오프숄더 후드티,"성조기 그래픽이 프린트된 오프숄더 후드티입니다. 넉넉한 핏과 드롭 숄더 디자인이 캐주얼하면서도 여성스러운 느낌을 주며, 데님과 매치하여 발랄한 룩을 연출하기 좋습니다.",아메리칸 빈티지,아이보리,"S, M, L",78000,"봄, 가을"
긴소매티셔츠_0042.jpg,오프숄더 스트랩 블라우스,"어깨를 드러내는 오프숄더 디자인에 스트랩 디테일이 포인트인 블라우스입니다. 후크 여밈으로 시크하면서도 세련된 느낌을 주며, 격식 있는 자리나 데이트룩으로 좋습니다.",모던 시크,블랙,"S, M",95000,"봄, 가을"
긴소매티셔츠_0043.jpg,스퀘어넥 리본 긴팔 티셔츠,"스퀘어넥 디자인과 전면의 리본 디테일이 여성스러운 긴팔 티셔츠입니다. 부드러운 면 소재로 착용감이 편안하며, 데일리룩에 러블리한 포인트를 더해줍니다.",스위트 코지,화이트,"S, M",55000,사계절
긴소매티셔츠_0044.jpg,로고 자수 크루넥 스웨트셔츠,"깔끔한 크루넥 디자인에 작은 로고 자수가 포인트인 스웨트셔츠입니다. 부드러운 면 소재로 편안하게 착용하기 좋으며, 다양한 컬러로 출시되어 취향에 맞게 선택할 수 있습니다.",폴로 빈티지,화이트,"S, M, L",69000,사계절
